Date,Close,Open,High,Low,Change %,SMA_14,SMA_50,RSI_14,MACD,MACD_Signal,ATR_14,Target_Next_Close,Target_Trend
11/19/2012,1731.94,1713.54,1735.34,1713.43,1.06,1716.7364285714284,1742.2522,57.750466063660845,-2.3984170238147726,-4.666218541796151,20.192142857142862,1728.65,0
11/20/2012,1728.65,1732.11,1735.81,1722.4,-0.19,1717.315,1742.1902000000002,52.95491025828109,-1.6255603189056274,-4.058086897218046,19.967142857142854,1729.11,1
11/21/2012,1729.11,1728.57,1732.08,1720.91,0.03,1718.3442857142857,1742.1424000000002,55.47201336675015,-0.9648257458982243,-3.4394346669540816,19.79642857142856,1729.55,1
11/22/2012,1729.55,1729.09,1732.75,1728.35,0.03,1722.037142857143,1741.3953999999999,77.1362586605081,-0.40106132834648633,-2.831759999232563,17.066428571428577,1753.0,1
11/23/2012,1753.0,1729.55,1754.6,1728.39,1.36,1726.9228571428573,1741.0058,80.54662379421225,1.9158602105144382,-1.8822359572831628,17.958571428571418,1749.1,0
11/26/2012,1749.1,1753.11,1753.11,1746.1,-0.22,1729.2907142857143,1740.7588,69.61306354277593,3.398167852521965,-0.8261551953221373,15.801428571428557,1742.05,0
11/27/2012,1742.05,1748.94,1751.8,1738.89,-0.4,1731.1021428571426,1740.1808,63.961682448799785,3.958401271729599,0.13075609808820987,14.66499999999998,1719.69,0
11/28/2012,1719.69,1741.92,1743.23,1706.03,-1.28,1730.295,1739.1786000000002,44.286003236245975,2.568516899066708,0.6183082582839095,15.735714285714266,1725.4,1
11/29/2012,1725.4,1719.5,1728.71,1718.4,0.33,1729.877857142857,1738.3526000000002,47.2014567759249,1.9058038788996328,0.8758073824070541,15.614999999999977,1714.8,0
11/30/2012,1714.8,1725.71,1731.9,1709.09,-0.61,1728.91,1737.1876000000002,43.95359214636325,0.5192816678982126,0.8045022395052859,16.350714285714275,1715.25,1
12/03/2012,1715.25,1713.9,1722.11,1712.99,0.03,1728.1778571428572,1736.2096000000001,45.32603739170087,-0.5370452115801072,0.5361927492882073,15.937142857142833,1697.35,0
12/04/2012,1697.35,1715.55,1717.67,1691.25,-1.04,1726.0992857142858,1734.9435999999998,38.50710900473929,-2.786451795655239,-0.128336159700482,16.924999999999972,1693.99,0
12/05/2012,1693.99,1697.47,1707.18,1684.98,-0.2,1724.5414285714287,1733.7794000000001,40.859944681921064,-4.785087133085199,-1.0596863543774253,16.892142857142826,1699.14,1
12/06/2012,1699.14,1693.87,1703.38,1686.11,0.3,1723.5014285714285,1732.2042000000001,44.05034324942795,-5.885612401634944,-2.0248715638289294,17.310714285714262,1703.65,1
12/07/2012,1703.65,1699.31,1705.61,1684.4,0.27,1721.4807142857142,1730.8528,36.978735156034276,-6.321002712873224,-2.884097793637788,17.26071428571426,1710.25,1
12/10/2012,1710.25,1704.45,1717.6,1702.64,0.39,1720.1664285714285,1729.5697999999998,41.78131141683041,-6.063590532642593,-3.519996341438749,17.37142857142854,1710.1,0
12/11/2012,1710.1,1712.3,1714.6,1705.04,-0.01,1718.8085714285714,1728.2118,41.485263817970115,-5.804779388215138,-3.9769529507940273,17.25642857142855,1711.95,1
12/12/2012,1711.95,1709.99,1723.41,1707.84,0.11,1717.5514285714287,1726.8678,42.215145081387185,-5.38827744442483,-4.259217849520188,18.054285714285697,1697.3,0
12/13/2012,1697.3,1711.81,1712.11,1689.55,-0.86,1713.5728571428572,1725.0028,23.282808902532707,-6.169214355193844,-4.64121715065492,17.793571428571422,1695.47,0
12/14/2012,1695.47,1697.41,1700.74,1693.45,-0.11,1709.7421428571429,1723.2926,23.75452676911044,-6.856737982090863,-5.084321316942109,17.813571428571418,1697.93,1
12/17/2012,1697.93,1695.76,1700.03,1687.05,0.15,1706.5907142857143,1721.7531999999999,27.392908382865485,-7.121017313909306,-5.491660516335549,17.81857142857143,1670.15,0
12/18/2012,1670.15,1698.21,1703.47,1661.62,-1.64,1703.0521428571428,1719.8732,25.95145631067973,-9.462990952069958,-6.285926603482431,18.150714285714294,1666.94,0
12/19/2012,1666.94,1670.38,1676.99,1663.42,-0.19,1698.8764285714285,1717.961,20.91542288557224,-11.446098606445958,-7.317961004075137,18.383571428571436,1647.75,0
12/20/2012,1647.75,1667.22,1672.12,1635.7,-1.15,1694.0871428571427,1715.54,19.268493904115985,-14.400201770342164,-8.734409157328543,19.35571428571427,1656.99,1
12/21/2012,1656.99,1647.64,1659.68,1635.62,0.56,1689.9257142857143,1713.5947999999999,25.288428910756778,-15.813471180570104,-10.150221561976856,20.422857142857147,1657.48,1
12/24/2012,1657.48,1657.79,1665.9,1652.13,0.03,1687.077857142857,1712.0224000000003,30.158256195879474,-16.7014347221384,-11.460464194009166,19.51928571428571,1658.9,1
12/25/2012,1658.9,1657.91,1663.15,1657.81,0.09,1684.5714285714287,1710.2444,32.193240637369456,-17.093526559866632,-12.587076667180659,18.33857142857143,1660.14,1
12/26/2012,1660.14,1658.12,1667.89,1650.38,0.07,1681.7857142857142,1708.4412,29.391249207355813,-17.10700561723388,-13.491062457191303,18.35571428571427,1663.9,1
12/27/2012,1663.9,1660.31,1665.76,1653.05,0.23,1678.9464285714287,1706.8852,28.827101310322874,-16.622671481356747,-14.117384262024391,17.74857142857143,1655.4,0
12/28/2012,1655.4,1663.84,1666.49,1653.44,-0.51,1675.0285714285715,1705.5752,21.363683825832894,-16.731837939214984,-14.64027499746251,17.612142857142867,1674.95,1
12/31/2012,1674.95,1656.21,1680.71,1655.71,1.18,1672.517857142857,1704.4851999999998,34.73994963966321,-15.067146839938914,-14.725649365957793,18.737142857142867,1675.15,1
01/01/2013,1675.15,1675.26,1676.21,1664.55,0.01,1669.889285714286,1703.8141999999998,33.79140239605361,-13.575241883640956,-14.495567869494426,18.457857142857147,1686.75,1
01/02/2013,1686.75,1675.03,1695.1,1670.39,0.69,1669.1357142857144,1703.5006,45.22494794966961,-11.32631074256824,-13.86171644410919,18.61142857142857,1663.35,0
01/03/2013,1663.35,1686.54,1690.0,1660.89,-1.39,1666.8414285714287,1702.5316,37.8370190851257,-11.30191955520263,-13.349757066327879,20.16999999999999,1656.85,0
01/04/2013,1656.85,1663.42,1664.42,1626.4,-0.39,1663.9071428571428,1701.4416,34.90593768371542,-11.672531365042232,-13.01431192607075,21.958571428571418,1647.25,0
01/07/2013,1647.25,1656.51,1662.71,1642.75,-0.58,1662.2714285714285,1700.1896000000002,40.28837998303644,-12.595688408477372,-12.930587222552075,20.394999999999982,1659.0,1
01/08/2013,1659.0,1647.21,1662.3,1646.64,0.71,1661.7042857142858,1699.1798000000001,46.86017083201516,-12.238097050388205,-12.792089188119302,20.54428571428569,1657.9,0
01/09/2013,1657.9,1658.83,1666.41,1651.45,-0.07,1662.429285714286,1697.9268,54.68389478541768,-11.906216675243058,-12.614914685544054,19.01142857142856,1675.25,1
01/10/2013,1675.25,1657.97,1679.21,1654.1,1.05,1663.7335714285714,1697.1378,57.83960157994162,-10.126467473345656,-12.117225243104375,19.08642857142856,1663.05,0
01/11/2013,1663.05,1675.28,1677.05,1654.05,-0.73,1664.1314285714286,1696.8418,52.17289537333227,-9.58989510749052,-11.611759215981605,19.745714285714275,1667.2,1
01/14/2013,1667.2,1661.95,1674.8,1660.04,0.25,1664.7242857142858,1696.4938,53.17035905271199,-8.72916296777521,-11.035239966340326,20.394999999999982,1678.9,1
01/15/2013,1678.9,1666.94,1685.3,1666.44,0.7,1666.064285714286,1695.7528000000002,56.63554046406338,-7.021989206257103,-10.232589814323681,20.491428571428546,1679.5,1
01/16/2013,1679.5,1678.65,1685.11,1673.55,0.04,1667.1785714285713,1695.0090000000002,55.64399421128796,-5.556573989041908,-9.297386649267327,20.409285714285684,1687.64,1
01/17/2013,1687.64,1679.79,1695.94,1666.94,0.48,1669.4814285714288,1694.142,61.694718514219396,-3.6957891437705257,-8.177067148167968,21.5485714285714,1683.95,0
01/18/2013,1683.95,1687.25,1695.51,1683.6,-0.22,1670.1242857142856,1693.1961999999999,53.68912936546974,-2.49015099840085,-7.0396839182145445,20.591428571428555,1690.05,1
01/21/2013,1690.05,1684.9,1691.6,1684.9,0.36,1671.1885714285713,1692.4302000000002,55.82577416327802,-1.0305752321035015,-5.837862180992337,20.304999999999968,1692.1,1
01/22/2013,1692.1,1690.05,1696.26,1686.64,0.12,1671.570714285714,1691.7622000000001,52.26062705991714,0.28824424556046324,-4.612640895681777,19.22714285714283,1685.75,0
01/23/2013,1685.75,1692.37,1695.61,1683.45,-0.38,1673.1707142857142,1690.9482,61.05845181674573,0.8116698278263357,-3.527778750980154,18.01642857142854,1667.74,0
01/24/2013,1667.74,1686.35,1686.45,1665.08,-1.07,1673.9485714285715,1689.987,54.827555634364806,-0.2241838593195098,-2.8670597726480254,16.827142857142835,1658.69,0
01/25/2013,1658.69,1667.88,1672.59,1655.78,-0.54,1674.7657142857145,1688.8868000000002,55.09622238061301,-1.755132658543971,-2.644674349827215,16.60214285714283,1654.95,0
01/28/2013,1654.95,1658.76,1662.81,1652.54,-0.23,1674.4764285714286,1687.3470000000002,48.057181233809864,-3.2329400350470223,-2.7623274868711767,16.21714285714284,1663.85,1
01/29/2013,1663.85,1655.2,1666.06,1654.3,0.54,1674.9014285714286,1686.0509999999997,52.65553869499234,-3.64395219572566,-2.938652428642073,15.988571428571406,1677.1,1
01/30/2013,1677.1,1663.96,1683.79,1662.79,0.8,1675.0335714285716,1685.0107999999998,50.85703696840541,-2.8674636926020867,-2.924414681434076,15.694999999999968,1663.6,0
01/31/2013,1663.6,1677.42,1681.01,1658.15,-0.8,1675.0728571428572,1683.6918000000003,50.25176233635446,-3.303349182262309,-3.0002015815997227,15.684999999999961,1667.15,1
02/01/2013,1667.15,1664.02,1682.31,1660.35,0.21,1675.0692857142858,1681.9748000000002,49.97698609960418,-3.3240190196622734,-3.064965069212233,16.19928571428568,1674.4,1
02/04/2013,1674.4,1667.55,1677.61,1661.79,0.43,1674.747857142857,1680.4807999999998,47.840276444615085,-2.723985199737399,-2.9967690953172665,15.982142857142824,1673.0,0
02/05/2013,1673.0,1674.21,1684.9,1666.76,-0.08,1674.2835714285716,1679.0997999999997,46.90417222328062,-2.3345115778618037,-2.864317591826174,16.452142857142835,1677.49,1
02/06/2013,1677.49,1672.62,1679.49,1668.22,0.27,1673.5585714285714,1678.2558,44.99161156616989,-1.6445876680977563,-2.6203716070804908,15.185714285714264,1671.3,0
02/07/2013,1671.3,1677.71,1683.51,1663.41,-0.37,1672.6550000000002,1677.1738,43.90831166329572,-1.5790964263385376,-2.4121165709321004,15.77071428571425,1667.5,0
02/08/2013,1667.5,1671.72,1673.91,1665.45,-0.23,1671.0442857142857,1676.2278,38.89490790899244,-1.8129241266540248,-2.292278082076485,15.828571428571406,1649.74,0
02/11/2013,1649.74,1666.93,1669.7,1643.62,-1.07,1668.0185714285715,1674.9176,31.934493346980602,-3.392214500102,-2.5122653656815883,17.00428571428571,1650.8,1
02/12/2013,1650.8,1647.94,1653.5,1639.22,0.06,1665.5221428571429,1673.9866,34.39035283608753,-4.5063341431155095,-2.9110791211683726,17.15571428571429,1642.74,0
02/13/2013,1642.74,1650.85,1653.59,1640.33,-0.49,1663.7364285714284,1672.9616,37.74509803921569,-5.970828631025142,-3.5230290231397268,16.57642857142857,1634.85,0
02/14/2013,1634.85,1642.84,1650.05,1632.72,-0.48,1662.0335714285716,1671.6758000000002,38.17929393097972,-7.679582675614938,-4.354339753634769,16.613571428571422,1609.44,0
02/15/2013,1609.44,1634.53,1636.1,1598.42,-1.55,1658.782857142857,1669.7916,31.426006040323244,-10.957842024788079,-5.675040207865431,18.571428571428555,1610.05,1
02/18/2013,1610.05,1609.95,1619.0,1607.33,0.04,1654.94,1667.7876,26.448958150936818,-13.352742175567073,-7.210580601405759,18.56499999999999,1604.6,0
02/19/2013,1604.6,1609.93,1615.34,1600.72,-0.34,1649.7614285714285,1665.6776,15.936853974816785,-15.511678280302249,-8.870800137185057,18.109285714285697,1562.9,0
02/20/2013,1562.9,1604.71,1609.82,1558.85,-2.6,1642.5685714285714,1662.6966,12.598425196850428,-20.35287690047562,-11.16721548984317,20.11714285714285,1576.05,1
02/21/2013,1576.05,1563.09,1584.88,1554.88,0.84,1636.0614285714285,1660.2716,18.416308417695035,-22.864894316275922,-13.506751255129721,20.69142857142856,1580.7,1
02/22/2013,1580.7,1576.0,1587.25,1570.16,0.3,1629.3685714285714,1657.9762,16.918514334133505,-24.201490362087725,-15.645699076521325,20.782142857142844,1594.24,1
02/25/2013,1594.24,1581.29,1597.18,1575.18,0.86,1623.7428571428572,1655.9024000000002,24.38865764828296,-23.892766576189615,-17.295112576454983,21.057857142857124,1613.49,1
02/26/2013,1613.49,1593.93,1620.05,1584.6,1.21,1619.1714285714284,1654.7691999999997,31.01115594588174,-21.842994190358922,-18.20468889923577,22.784999999999986,1597.6,0
02/27/2013,1597.6,1613.39,1614.89,1592.33,-0.98,1613.9071428571428,1653.3824,29.323308270676634,-21.255702501284986,-18.814891619645614,22.96071428571429,1580.14,0
02/28/2013,1580.14,1597.38,1602.98,1574.72,-1.09,1607.6671428571428,1652.0302,27.235772357723533,-21.94616396994479,-19.44114608970545,24.375,1575.24,0
03/01/2013,1575.24,1580.18,1587.29,1564.83,-0.31,1602.345714285714,1650.3952000000002,29.192269020221147,-22.627908266245868,-20.078498525013536,24.116428571428564,1573.95,0
03/04/2013,1573.95,1579.01,1585.11,1569.65,-0.08,1596.8564285714285,1648.7246,28.56345885634586,-23.007076495356387,-20.664214119082107,24.200714285714266,1575.44,1
03/05/2013,1575.44,1573.88,1586.3,1571.72,0.09,1592.0492857142858,1647.0554000000002,30.51308779244843,-22.923096315937073,-21.1159905584531,24.294999999999977,1583.69,1
03/06/2013,1583.69,1575.28,1584.79,1567.53,0.52,1588.395,1645.5264000000002,35.217290799815075,-21.937948354102218,-21.280382117582924,24.28999999999998,1578.9,0
03/07/2013,1578.9,1583.59,1585.89,1574.94,-0.3,1586.2135714285716,1643.8264000000001,39.98162970738747,-21.298211935524023,-21.283948081171143,22.38071428571428,1578.35,0
03/08/2013,1578.35,1579.12,1583.51,1561.41,-0.03,1583.9492857142857,1642.2854,39.59700708847464,-20.598153921702988,-21.14678924927751,23.12571428571427,1581.0,1
03/11/2013,1581.0,1578.4,1583.61,1575.65,0.17,1582.2635714285714,1640.4064,42.11018989034504,-19.603542612621823,-20.838139921946375,22.649999999999977,1592.7,1
03/12/2013,1592.7,1582.01,1598.81,1580.25,0.74,1584.392142857143,1638.7574000000002,62.46236199397788,-17.667553209636708,-20.204022579484445,20.334999999999972,1587.8,0
03/13/2013,1587.8,1592.91,1599.61,1585.55,-0.31,1585.2314285714288,1636.7784,55.278052286407316,-16.34029594849835,-19.431277253287227,19.196428571428537,1590.3,1
03/14/2013,1590.3,1587.9,1593.5,1576.99,0.16,1585.9171428571428,1635.3174,54.39721509710511,-14.914777627680678,-18.527977328165917,19.154999999999973,1592.45,1
03/15/2013,1592.45,1590.41,1598.81,1588.9,0.14,1585.7892857142856,1634.0294000000001,49.08458627390818,-13.456439597094686,-17.513669781951673,18.291428571428533,1605.3,1
03/18/2013,1605.3,1597.26,1611.31,1592.56,0.81,1585.2042857142858,1633.1903999999997,45.51822261136039,-11.135446101939806,-16.2380250459493,17.106428571428523,1613.4,1
03/19/2013,1613.4,1605.41,1615.77,1600.15,0.5,1586.3328571428572,1632.2784,59.452022014836146,-8.54395038804978,-14.699210114369397,16.610714285714216,1606.5,0
03/20/2013,1606.5,1613.5,1615.21,1603.55,-0.43,1588.2157142857143,1631.2504000000001,68.0498493563405,-6.966636647673795,-13.152695421030277,15.424999999999939,1614.7,1
03/21/2013,1614.7,1606.58,1616.97,1604.65,0.51,1591.034285714286,1630.0394000000001,75.85167714884678,-4.997326604385762,-11.521621657701376,14.700714285714216,1608.45,0
03/22/2013,1608.45,1614.7,1616.35,1603.79,-0.39,1593.4985714285715,1628.9474,71.22293307086598,-3.8960457829562074,-9.996506482752341,14.49357142857137,1605.4,0
03/25/2013,1605.4,1609.3,1613.76,1589.99,-0.19,1595.6385714285714,1627.7114000000001,68.0830516658618,-3.2321243897229124,-8.643630064146457,15.149999999999945,1599.2,0
03/26/2013,1599.2,1605.6,1606.27,1594.85,-0.39,1596.7464285714286,1626.1174,59.59896026735974,-3.169711624201227,-7.548846376157411,14.732857142857094,1605.4,1
03/27/2013,1605.4,1599.31,1608.61,1591.5,0.39,1598.6392857142855,1624.6354,66.11922141119207,-2.590103769457073,-6.557097854817345,15.172857142857083,1596.74,0
03/28/2013,1596.74,1605.76,1607.88,1594.06,-0.54,1599.952857142857,1622.8174,60.1815967224006,-2.7973044101051983,-5.805139165874916,14.58142857142853,1598.9,1
04/01/2013,1598.9,1597.74,1601.31,1594.94,0.14,1601.2314285714288,1621.1163999999999,59.96437319082608,-2.7554552891303956,-5.1952023905260125,14.467857142857108,1575.85,0
04/02/2013,1575.85,1599.6,1604.21,1574.0,-1.44,1600.027857142857,1618.8324,41.67243253929029,-4.530012755157259,-5.062164463452262,15.29999999999997,1557.85,0
04/03/2013,1557.85,1576.04,1577.41,1550.19,-1.14,1597.8885714285714,1616.1473999999998,36.89507307254753,-7.3046089150909665,-5.510653353780003,16.239999999999977,1553.32,0
04/04/2013,1553.32,1557.96,1559.87,1540.35,-0.29,1595.2471428571428,1613.4988,34.10146173688743,-9.756561930251792,-6.359835069074361,16.454999999999977,1582.0,1
04/05/2013,1582.0,1553.32,1582.05,1549.34,1.85,1594.5007142857144,1611.7839999999999,46.34180494293916,-9.278558601044324,-6.943579775468354,18.083571428571418,1573.7,0
04/08/2013,1573.7,1581.25,1583.37,1567.55,-0.52,1592.2435714285714,1610.0841999999998,38.57390801272789,-9.460424270741669,-7.446948674523018,17.866428571428564,1585.2,1
04/09/2013,1585.2,1572.94,1590.5,1570.44,0.73,1590.2292857142857,1608.6891999999998,40.047995482778106,-8.57772159861588,-7.673103259341591,18.183571428571423,1558.75,0
04/10/2013,1558.75,1584.95,1588.91,1556.0,-1.67,1586.8185714285714,1606.5872,35.19196179371089,-9.898365127877696,-8.118155633048813,19.70142857142857,1561.35,1
04/11/2013,1561.35,1559.3,1568.42,1553.71,0.17,1583.0078571428571,1604.2722,32.859988434106526,-10.612848062451803,-8.617094118929412,19.872142857142858,1478.85,0
04/12/2013,1478.85,1560.69,1564.86,1477.5,-5.28,1573.7507142857144,1600.5772,22.054510953941715,-17.632880583130145,-10.42025141176956,25.215,1353.25,0
04/15/2013,1353.25,1478.3,1495.66,1336.54,-8.49,1555.74,1594.2992000000002,14.42880117371557,-32.95133477359718,-14.926468084135085,34.882857142857155,1368.9,1
04/16/2013,1368.9,1353.86,1402.35,1322.46,1.16,1539.2899999999997,1588.1892,18.354952182038062,-43.32902583708483,-20.606979634725036,39.77357142857142,1377.0,1
04/17/2013,1377.0,1369.3,1395.1,1365.1,0.59,1522.975714285714,1582.2692000000002,18.779047514899673,-50.31976355534903,-26.549536418849836,40.69428571428572,1391.25,1
04/18/2013,1391.25,1376.8,1401.96,1340.36,1.03,1508.297857142857,1576.5444,22.333521824595422,-54.086640530566456,-32.05695724119316,44.107142857142854,1404.35,1
04/19/2013,1404.35,1391.21,1425.01,1386.46,0.94,1494.4014285714286,1571.2054,24.555988595642248,-55.3765112031092,-36.720868033576366,46.40571428571429,1426.25,1
04/22/2013,1426.25,1405.17,1439.77,1404.61,1.56,1483.7157142857143,1566.3804,30.375695246090885,-54.009013739111424,-40.17849717468338,46.77785714285715,1413.35,0
04/23/2013,1413.35,1426.86,1432.42,1406.55,-0.9,1473.3942857142858,1561.6526,30.78764027016966,-53.35118508510595,-42.8130347567679,46.68142857142858,1431.3,1
04/24/2013,1431.3,1412.69,1433.4,1411.79,1.27,1464.678571428571,1557.2626,34.33552428879531,-50.79589271988675,-44.409606349391666,46.83071428571431,1467.85,1
04/25/2013,1467.85,1431.45,1469.46,1427.25,2.55,1456.525,1553.7648000000002,35.63608909022271,-45.29934294406121,-44.587553668325576,47.50928571428574,1463.0,0
04/26/2013,1463.0,1467.95,1485.31,1448.69,-0.33,1448.6178571428572,1550.3278,35.94821020563593,-40.86359206050497,-43.84276134676146,48.99500000000002,1476.65,1
04/29/2013,1476.65,1464.85,1478.56,1462.45,0.93,1440.8642857142856,1547.672,36.29592223204141,-35.83371781201504,-42.24095263981218,48.71285714285716,1477.1,1
04/30/2013,1477.1,1475.99,1479.31,1460.99,0.03,1435.0321428571428,1545.0130000000001,38.967707066612604,-31.448674251950024,-40.08249696223975,47.67071428571429,1457.6,0
05/01/2013,1457.6,1476.55,1478.57,1440.6,-1.32,1427.6214285714284,1542.0729999999999,36.59387517767153,-29.210264918543317,-37.908050553500466,49.33214285714286,1467.1,1
05/02/2013,1467.1,1457.65,1474.26,1449.3,0.65,1426.7821428571428,1540.1570000000002,48.128682911291605,-26.365810142586042,-35.59960247131758,44.875000000000014,1470.7,1
05/03/2013,1470.7,1467.45,1488.3,1456.4,0.25,1435.1714285714284,1538.05,80.59390466267257,-23.549604148402068,-33.189602806734484,35.78785714285714,1469.5,0
05/06/2013,1469.5,1470.5,1479.06,1465.1,-0.08,1442.357142857143,1535.826,78.33802816901405,-21.170529889159525,-30.785788223219495,31.07857142857144,1452.6,0
05/07/2013,1452.6,1470.2,1470.78,1441.72,-1.15,1447.757142857143,1532.9932000000001,70.28985507246372,-20.41347136822401,-28.711324852220397,31.011428571428578,1472.8,1
05/08/2013,1472.8,1452.7,1476.97,1447.9,1.39,1453.5821428571428,1530.1794,71.20936280884261,-17.976306186656757,-26.564321119107667,28.687857142857133,1458.2,0
05/09/2013,1458.2,1473.3,1476.01,1453.7,-0.99,1457.4285714285713,1527.3914000000002,63.8967741935484,-17.026660461079246,-24.656788987501987,27.527857142857133,1448.2,0
05/10/2013,1448.2,1458.79,1462.36,1421.11,-0.69,1458.9964285714286,1524.7526,56.03519384107782,-16.88632081327819,-23.10269535265723,27.9442857142857,1430.55,0
05/13/2013,1430.55,1448.69,1448.69,1426.34,-1.22,1460.2250000000001,1521.8588,54.608788853161855,-17.99190860131739,-22.08053800238926,27.69285714285713,1426.0,0
05/14/2013,1426.0,1431.1,1445.57,1422.26,-0.32,1459.8464285714288,1518.8998000000001,48.469976905311796,-19.016036827258404,-21.46763776736309,27.81428571428569,1392.9,0
05/15/2013,1392.9,1426.5,1430.85,1389.65,-2.32,1454.492857142857,1515.249,27.923416789396228,-22.242165359522687,-21.62254328579501,27.742142857142817,1386.3,0
05/16/2013,1386.3,1392.71,1398.52,1369.9,-0.47,1449.0142857142857,1511.3011999999999,27.638483965014586,-25.04278269551878,-22.306591167739768,27.170714285714244,1359.2,0
05/17/2013,1359.2,1387.39,1392.96,1355.6,-1.95,1440.625,1506.9072,18.248175182481745,-29.113434081891683,-23.66795975057015,28.688571428571404,1394.15,1
05/20/2013,1394.15,1363.09,1399.1,1339.45,2.57,1434.7,1503.2231999999997,31.10047846889958,-29.182879651478515,-24.770943730751824,31.640714285714257,1376.3,0
05/21/2013,1376.3,1394.75,1401.76,1360.3,-1.28,1428.892857142857,1499.1291999999999,31.336088154270016,-30.328651768374584,-25.882485338276375,31.88999999999997,1369.4,0
05/22/2013,1369.4,1376.95,1415.11,1355.47,-0.5,1421.9142857142856,1494.6632,27.300185873606026,-31.431138164593676,-26.992215903539837,34.36714285714282,1391.2,1
05/23/2013,1391.2,1369.2,1397.85,1356.74,1.59,1416.2357142857145,1490.7312,32.96915167095116,-30.197688609898023,-27.633310444811478,35.02499999999996,1386.05,0
05/24/2013,1386.05,1391.2,1398.45,1382.7,-0.37,1410.275,1486.6462000000001,32.42047609016221,-29.29800376094977,-27.96624910803914,35.1528571428571,1394.78,1
05/27/2013,1394.78,1388.15,1396.9,1384.24,0.63,1406.145,1482.6928,37.38546120952965,-27.562831827887976,-27.885565652008907,33.98142857142854,1380.85,0
05/28/2013,1380.85,1394.24,1400.55,1374.14,-1.0,1399.577142857143,1478.2038,29.375084114665114,-27.000485363775624,-27.708549594362253,33.79142857142853,1392.95,1
05/29/2013,1392.95,1380.79,1395.16,1379.99,0.88,1394.9164285714285,1473.7948,35.19804001633322,-25.286960523074868,-27.224231780104777,33.28142857142854,1413.75,1
05/30/2013,1413.75,1392.95,1418.31,1388.69,1.49,1392.455714285714,1469.9397999999999,42.55006271355045,-21.997025556450808,-26.178790535373984,32.45071428571425,1386.9,0
05/31/2013,1386.9,1413.75,1421.5,1384.64,-1.9,1389.337857142857,1465.3838,40.92175866228529,-21.31064316885113,-25.205161062069415,33.48714285714281,1411.6,1
06/03/2013,1411.6,1389.09,1416.61,1388.94,1.78,1388.3092857142856,1461.4468,47.23672090881177,-18.559652487183712,-23.876059347092276,33.94428571428565,1399.9,0
06/04/2013,1399.9,1412.0,1415.62,1389.86,-0.83,1388.8092857142858,1457.3368,51.46345542732899,-17.12614522961303,-22.526076523596426,32.84142857142852,1403.3,1
06/05/2013,1403.3,1398.94,1410.51,1395.69,0.24,1390.0235714285714,1453.4188000000001,53.60230547550432,-15.53663219043824,-21.12818765696479,31.85571428571424,1413.65,1
06/06/2013,1413.65,1403.3,1423.66,1391.84,0.74,1393.9128571428573,1449.5838,62.41959764609281,-13.288590553587028,-19.56026823628924,31.459999999999955,1384.47,0
06/07/2013,1384.47,1413.72,1418.03,1377.86,-2.06,1393.2214285714285,1445.3383999999999,47.73238380809593,-13.70361672923218,-18.388937934877827,30.0685714285714,1386.9,1
06/10/2013,1386.9,1378.89,1389.06,1376.49,0.18,1393.9785714285715,1441.0983999999999,52.67649732350271,-13.678766961099882,-17.446903740122238,28.004999999999963,1379.6,0
06/11/2013,1379.6,1387.01,1387.12,1367.26,-0.53,1394.7071428571428,1437.1734,52.570305412760774,-14.08575056770701,-16.774673105639195,25.163571428571395,1388.4,1
06/12/2013,1388.4,1379.5,1394.87,1374.35,0.64,1394.5071428571428,1433.7844,49.24495739402439,-13.542096691770212,-16.128157822865397,23.692857142857115,1386.05,0
06/13/2013,1386.05,1388.26,1395.27,1374.7,-0.17,1394.5071428571428,1430.4389999999999,50.0,-13.149295544620145,-15.532385367216348,24.037142857142822,1390.7,1
06/14/2013,1390.7,1385.89,1392.11,1378.54,0.34,1394.2157142857143,1426.6129999999998,48.85739890220682,-12.320755665290335,-14.890059426831145,24.102142857142812,1384.85,0
06/17/2013,1384.85,1391.29,1392.11,1380.94,-0.42,1394.5014285714283,1422.836,51.17329578786813,-11.997873928889248,-14.311622327242766,23.013571428571385,1368.4,0
06/18/2013,1368.4,1384.9,1386.16,1361.15,-1.19,1392.7478571428571,1418.5,42.97809049825527,-12.920426711721348,-14.033383204138485,23.71642857142852,1351.3,0
06/19/2013,1351.3,1367.7,1376.02,1349.35,-1.25,1388.287142857143,1414.351,31.751504879901844,-14.860085710103021,-14.198723705331393,23.505714285714248,1278.0,0
06/20/2013,1278.0,1351.51,1348.52,1276.8,-5.42,1380.5085714285713,1408.684,24.972421400992857,-22.05770930473136,-15.770520825211387,26.194285714285684,1297.25,1
06/21/2013,1297.25,1278.34,1348.41,1269.39,1.51,1372.3407142857143,1405.052,23.044646645608495,-25.909890647477596,-17.798394789664627,29.716428571428555,1281.9,0
06/24/2013,1281.9,1297.3,1301.62,1276.35,-1.18,1363.912142857143,1403.625,22.654801631442425,-29.857213458489696,-20.21015852342964,29.68142857142855,1277.35,0
06/25/2013,1277.35,1282.1,1289.41,1271.92,-0.35,1354.9157142857143,1401.7939999999999,20.967221428242254,-32.972555108616234,-22.762637840466958,29.872142857142844,1226.35,0
06/26/2013,1226.35,1278.1,1277.62,1222.91,-3.99,1341.537142857143,1398.781,13.639540301289117,-39.10597030334657,-26.03130433304288,31.507142857142817,1200.75,0
